# size time 
8 1.52952952953 
9 1.56556556557 
11 1.73873873874 
14 1.47647647648 
16 1.34834834835 
20 1.47547547548 
24 2.22722722723 
29 2.3023023023 
35 1.32732732733 
42 2.07707707708 
50 2.15215215215 
60 2.42942942943 
73 2.75275275275 
87 2.51151151151 
105 3.04904904905 
126 2.76276276276 
151 3.49449449449 
181 4.4994994995 
218 4.06806806807 
261 3.1961961962 
